topic,source,negative,neutral,positive,negative_neutral_diff,positive_neutral_diff
34_флота_корабль_судно_корабля,NYT,0.333,0.667,0.0,0.334,0.667
34_флота_корабль_судно_корабля,Meduza,0.565,0.391,0.043,0.17399999999999993,0.34800000000000003
34_флота_корабль_судно_корабля,UNIAN,0.564,0.406,0.03,0.15799999999999992,0.376
34_флота_корабль_судно_корабля,UkraineNow,0.538,0.385,0.077,0.15300000000000002,0.308
34_флота_корабль_судно_корабля,ShockedUkraine,0.395,0.535,0.07,0.14,0.465
34_флота_корабль_судно_корабля,RBK,0.409,0.545,0.045,0.13600000000000007,0.5
34_флота_корабль_судно_корабля,RIANews,0.406,0.5,0.094,0.09399999999999997,0.406
35_проверить_осторожностью_информацию_конфликта,Ukraine24,0.0,1.0,0.0,1.0,1.0
35_проверить_осторожностью_информацию_конфликта,TACC,1.0,0.0,0.0,1.0,0.0
35_проверить_осторожностью_информацию_конфликта,BBC,0.0,1.0,0.0,1.0,1.0
35_проверить_осторожностью_информацию_конфликта,UNIAN,0.0,0.833,0.167,0.833,0.6659999999999999
35_проверить_осторожностью_информацию_конфликта,RIANews,0.333,0.667,0.0,0.334,0.667
35_проверить_осторожностью_информацию_конфликта,UkraineNow,0.316,0.526,0.158,0.21000000000000002,0.368
35_проверить_осторожностью_информацию_конфликта,Meduza,0.574,0.401,0.024,0.17299999999999993,0.377
35_проверить_осторожностью_информацию_конфликта,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
35_проверить_осторожностью_информацию_конфликта,RBK,0.0,0.0,0.0,0.0,0.0
35_проверить_осторожностью_информацию_конфликта,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
35_проверить_осторожностью_информацию_конфликта,WashingtonPost,0.0,0.0,0.0,0.0,0.0
35_проверить_осторожностью_информацию_конфликта,NYT,0.0,0.0,0.0,0.0,0.0
36_himars_украине_истребители_украину,NYT,0.0,1.0,0.0,1.0,1.0
36_himars_украине_истребители_украину,WashingtonPost,0.1,0.9,0.0,0.8,0.9
36_himars_украине_истребители_украину,BBC,0.564,0.179,0.256,0.38499999999999995,0.07700000000000001
36_himars_украине_истребители_украину,Ukraine24,0.308,0.615,0.077,0.307,0.538
36_himars_украине_истребители_украину,RBK,0.6,0.333,0.067,0.26699999999999996,0.266
36_himars_украине_истребители_украину,ShockedUkraine,0.263,0.526,0.211,0.263,0.31500000000000006
36_himars_украине_истребители_украину,TACC,0.379,0.612,0.009,0.23299999999999998,0.603
36_himars_украине_истребители_украину,UkraineNow,0.379,0.494,0.126,0.11499999999999999,0.368
36_himars_украине_истребители_украину,RIANews,0.435,0.548,0.016,0.11300000000000004,0.532
36_himars_украине_истребители_украину,Meduza,0.474,0.421,0.105,0.05299999999999999,0.316
36_himars_украине_истребители_украину,UNIAN,0.464,0.455,0.08,0.009000000000000008,0.375
36_himars_украине_истребители_украину,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
37_детей_погибли_ребенка_донецкой,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
37_детей_погибли_ребенка_донецкой,WashingtonPost,0.0,1.0,0.0,1.0,1.0
37_детей_погибли_ребенка_донецкой,NYT,1.0,0.0,0.0,1.0,0.0
37_детей_погибли_ребенка_донецкой,BBC,0.839,0.161,0.0,0.6779999999999999,0.161
37_детей_погибли_ребенка_донецкой,Meduza,0.797,0.203,0.0,0.5940000000000001,0.203
37_детей_погибли_ребенка_донецкой,UkraineNow,0.743,0.25,0.007,0.493,0.243
37_детей_погибли_ребенка_донецкой,RBK,0.727,0.273,0.0,0.45399999999999996,0.273
37_детей_погибли_ребенка_донецкой,Ukraine24,0.286,0.714,0.0,0.428,0.714
37_детей_погибли_ребенка_донецкой,UNIAN,0.679,0.277,0.045,0.402,0.23200000000000004
37_детей_погибли_ребенка_донецкой,TACC,0.592,0.327,0.082,0.26499999999999996,0.245
37_детей_погибли_ребенка_донецкой,ShockedUkraine,0.583,0.417,0.0,0.16599999999999998,0.417
37_детей_погибли_ребенка_донецкой,RIANews,0.436,0.538,0.026,0.10200000000000004,0.512
38_роскомнадзор_vpn_доступ_генпрокуратуры,Ukraine24,1.0,0.0,0.0,1.0,0.0
38_роскомнадзор_vpn_доступ_генпрокуратуры,UNIAN,0.885,0.038,0.077,0.847,0.039
38_роскомнадзор_vpn_доступ_генпрокуратуры,NovayaGazeta,0.912,0.088,0.0,0.8240000000000001,0.088
38_роскомнадзор_vpn_доступ_генпрокуратуры,BBC,0.846,0.154,0.0,0.692,0.154
38_роскомнадзор_vpn_доступ_генпрокуратуры,RBK,0.765,0.157,0.078,0.608,0.079
38_роскомнадзор_vpn_доступ_генпрокуратуры,UkraineNow,0.75,0.143,0.107,0.607,0.03599999999999999
38_роскомнадзор_vpn_доступ_генпрокуратуры,Meduza,0.74,0.192,0.067,0.548,0.125
38_роскомнадзор_vpn_доступ_генпрокуратуры,TACC,0.682,0.234,0.084,0.44800000000000006,0.15000000000000002
38_роскомнадзор_vpn_доступ_генпрокуратуры,RIANews,0.678,0.271,0.051,0.40700000000000003,0.22000000000000003
38_роскомнадзор_vpn_доступ_генпрокуратуры,ShockedUkraine,0.6,0.2,0.2,0.39999999999999997,0.0
38_роскомнадзор_vpn_доступ_генпрокуратуры,WashingtonPost,0.0,0.0,0.0,0.0,0.0
38_роскомнадзор_vpn_доступ_генпрокуратуры,NYT,0.0,0.0,0.0,0.0,0.0
39_оккупант_солдат_жалуется_русские,RBK,1.0,0.0,0.0,1.0,0.0
39_оккупант_солдат_жалуется_русские,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
39_оккупант_солдат_жалуется_русские,TACC,0.0,1.0,0.0,1.0,1.0
39_оккупант_солдат_жалуется_русские,RIANews,1.0,0.0,0.0,1.0,0.0
39_оккупант_солдат_жалуется_русские,Ukraine24,0.864,0.045,0.091,0.819,0.046
39_оккупант_солдат_жалуется_русские,UNIAN,0.867,0.103,0.03,0.764,0.073
39_оккупант_солдат_жалуется_русские,UkraineNow,0.808,0.135,0.058,0.673,0.07700000000000001
39_оккупант_солдат_жалуется_русские,BBC,0.778,0.111,0.111,0.667,0.0
39_оккупант_солдат_жалуется_русские,ShockedUkraine,0.809,0.176,0.015,0.633,0.16099999999999998
39_оккупант_солдат_жалуется_русские,Meduza,0.789,0.211,0.0,0.5780000000000001,0.211
39_оккупант_солдат_жалуется_русские,WashingtonPost,0.0,0.0,0.0,0.0,0.0
39_оккупант_солдат_жалуется_русские,NYT,0.0,0.0,0.0,0.0,0.0
3_подписаться_новость_оккупантов_укрытие,RBK,0.833,0.167,0.0,0.6659999999999999,0.167
3_подписаться_новость_оккупантов_укрытие,Ukraine24,0.725,0.175,0.1,0.55,0.07499999999999998
3_подписаться_новость_оккупантов_укрытие,TACC,0.25,0.5,0.25,0.25,0.25
3_подписаться_новость_оккупантов_укрытие,BBC,0.25,0.5,0.25,0.25,0.25
3_подписаться_новость_оккупантов_укрытие,UNIAN,0.57,0.32,0.11,0.24999999999999994,0.21000000000000002
3_подписаться_новость_оккупантов_укрытие,ShockedUkraine,0.39,0.557,0.053,0.16700000000000004,0.504
3_подписаться_новость_оккупантов_укрытие,RIANews,0.5,0.333,0.167,0.16699999999999998,0.166
3_подписаться_новость_оккупантов_укрытие,NovayaGazeta,0.444,0.389,0.167,0.05499999999999999,0.222
3_подписаться_новость_оккупантов_укрытие,UkraineNow,0.456,0.428,0.116,0.028000000000000025,0.312
3_подписаться_новость_оккупантов_укрытие,Meduza,0.472,0.444,0.083,0.02799999999999997,0.361
3_подписаться_новость_оккупантов_укрытие,WashingtonPost,0.0,0.0,0.0,0.0,0.0
3_подписаться_новость_оккупантов_укрытие,NYT,0.0,0.0,0.0,0.0,0.0
40_санкции_санкций_белый_санкционный,Ukraine24,1.0,0.0,0.0,1.0,0.0
40_санкции_санкций_белый_санкционный,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
40_санкции_санкций_белый_санкционный,NovayaGazeta,0.857,0.143,0.0,0.714,0.143
40_санкции_санкций_белый_санкционный,UNIAN,0.81,0.167,0.024,0.643,0.14300000000000002
40_санкции_санкций_белый_санкционный,BBC,0.792,0.167,0.042,0.625,0.125
40_санкции_санкций_белый_санкционный,RBK,0.796,0.184,0.02,0.6120000000000001,0.164
40_санкции_санкций_белый_санкционный,UkraineNow,0.684,0.211,0.105,0.4730000000000001,0.106
40_санкции_санкций_белый_санкционный,Meduza,0.72,0.28,0.0,0.43999999999999995,0.28
40_санкции_санкций_белый_санкционный,TACC,0.702,0.28,0.018,0.42199999999999993,0.262
40_санкции_санкций_белый_санкционный,RIANews,0.696,0.275,0.029,0.42099999999999993,0.24600000000000002
40_санкции_санкций_белый_санкционный,WashingtonPost,0.0,0.0,0.0,0.0,0.0
40_санкции_санкций_белый_санкционный,NYT,0.0,0.0,0.0,0.0,0.0
41_европы_заседание_россия_генассамблея,NYT,1.0,0.0,0.0,1.0,0.0
41_европы_заседание_россия_генассамблея,WashingtonPost,0.75,0.25,0.0,0.5,0.25
41_европы_заседание_россия_генассамблея,RIANews,0.246,0.681,0.072,0.43500000000000005,0.6090000000000001
41_европы_заседание_россия_генассамблея,UkraineNow,0.263,0.684,0.053,0.42100000000000004,0.631
41_европы_заседание_россия_генассамблея,RBK,0.267,0.667,0.067,0.4,0.6000000000000001
41_европы_заседание_россия_генассамблея,Meduza,0.3,0.7,0.0,0.39999999999999997,0.7
41_европы_заседание_россия_генассамблея,TACC,0.284,0.683,0.033,0.3990000000000001,0.65
41_европы_заседание_россия_генассамблея,Ukraine24,0.25,0.625,0.125,0.375,0.5
41_европы_заседание_россия_генассамблея,BBC,0.333,0.524,0.143,0.191,0.381
41_европы_заседание_россия_генассамблея,ShockedUkraine,0.429,0.571,0.0,0.14199999999999996,0.571
41_европы_заседание_россия_генассамблея,NovayaGazeta,0.444,0.333,0.222,0.11099999999999999,0.11100000000000002
41_европы_заседание_россия_генассамблея,UNIAN,0.41,0.487,0.103,0.07700000000000001,0.384
42_рублей_млрд_семьям_жилья,Ukraine24,0.0,1.0,0.0,1.0,1.0
42_рублей_млрд_семьям_жилья,NovayaGazeta,0.2,0.8,0.0,0.6000000000000001,0.8
42_рублей_млрд_семьям_жилья,TACC,0.1,0.641,0.259,0.541,0.382
42_рублей_млрд_семьям_жилья,UkraineNow,0.75,0.25,0.0,0.5,0.25
42_рублей_млрд_семьям_жилья,RIANews,0.178,0.575,0.247,0.39699999999999996,0.32799999999999996
42_рублей_млрд_семьям_жилья,Meduza,0.267,0.533,0.2,0.266,0.333
42_рублей_млрд_семьям_жилья,RBK,0.202,0.464,0.333,0.262,0.131
42_рублей_млрд_семьям_жилья,UNIAN,0.4,0.4,0.2,0.0,0.2
42_рублей_млрд_семьям_жилья,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
42_рублей_млрд_семьям_жилья,WashingtonPost,0.0,0.0,0.0,0.0,0.0
42_рублей_млрд_семьям_жилья,BBC,0.4,0.4,0.2,0.0,0.2
42_рублей_млрд_семьям_жилья,NYT,0.0,0.0,0.0,0.0,0.0
43_суд_приговорил_мошенничестве_приговор,UNIAN,1.0,0.0,0.0,1.0,0.0
43_суд_приговорил_мошенничестве_приговор,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
43_суд_приговорил_мошенничестве_приговор,UkraineNow,1.0,0.0,0.0,1.0,0.0
43_суд_приговорил_мошенничестве_приговор,BBC,0.945,0.055,0.0,0.8899999999999999,0.055
43_суд_приговорил_мошенничестве_приговор,RBK,0.912,0.059,0.029,0.853,0.029999999999999995
43_суд_приговорил_мошенничестве_приговор,NovayaGazeta,0.8,0.2,0.0,0.6000000000000001,0.2
43_суд_приговорил_мошенничестве_приговор,TACC,0.774,0.219,0.007,0.555,0.212
43_суд_приговорил_мошенничестве_приговор,Meduza,0.768,0.214,0.018,0.554,0.196
43_суд_приговорил_мошенничестве_приговор,RIANews,0.722,0.278,0.0,0.44399999999999995,0.278
43_суд_приговорил_мошенничестве_приговор,NYT,0.714,0.286,0.0,0.428,0.286
43_суд_приговорил_мошенничестве_приговор,Ukraine24,0.0,0.0,0.0,0.0,0.0
43_суд_приговорил_мошенничестве_приговор,WashingtonPost,0.5,0.5,0.0,0.0,0.5
44_нефти_эмбарго_нефть_российской,WashingtonPost,0.0,1.0,0.0,1.0,1.0
44_нефти_эмбарго_нефть_российской,NYT,0.2,0.8,0.0,0.6000000000000001,0.8
44_нефти_эмбарго_нефть_российской,ShockedUkraine,0.75,0.25,0.0,0.5,0.25
44_нефти_эмбарго_нефть_российской,BBC,0.7,0.2,0.1,0.49999999999999994,0.1
44_нефти_эмбарго_нефть_российской,Ukraine24,0.333,0.667,0.0,0.334,0.667
44_нефти_эмбарго_нефть_российской,UNIAN,0.605,0.326,0.07,0.27899999999999997,0.256
44_нефти_эмбарго_нефть_российской,RIANews,0.361,0.528,0.111,0.16700000000000004,0.41700000000000004
44_нефти_эмбарго_нефть_российской,UkraineNow,0.458,0.375,0.167,0.08300000000000002,0.208
44_нефти_эмбарго_нефть_российской,TACC,0.39,0.465,0.145,0.07500000000000001,0.32000000000000006
44_нефти_эмбарго_нефть_российской,Meduza,0.31,0.379,0.31,0.069,0.069
44_нефти_эмбарго_нефть_российской,RBK,0.358,0.34,0.302,0.01799999999999996,0.038000000000000034
44_нефти_эмбарго_нефть_российской,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
45_продовольствия_порты_зерном_пшеницы,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
45_продовольствия_порты_зерном_пшеницы,ShockedUkraine,0.727,0.136,0.136,0.591,0.0
45_продовольствия_порты_зерном_пшеницы,BBC,0.676,0.243,0.081,0.43300000000000005,0.16199999999999998
45_продовольствия_порты_зерном_пшеницы,Meduza,0.667,0.242,0.091,0.42500000000000004,0.151
45_продовольствия_порты_зерном_пшеницы,Ukraine24,0.667,0.333,0.0,0.334,0.333
45_продовольствия_порты_зерном_пшеницы,UNIAN,0.604,0.308,0.088,0.296,0.22
45_продовольствия_порты_зерном_пшеницы,RBK,0.513,0.282,0.205,0.23100000000000004,0.07699999999999999
45_продовольствия_порты_зерном_пшеницы,UkraineNow,0.5,0.29,0.21,0.21000000000000002,0.07999999999999999
45_продовольствия_порты_зерном_пшеницы,NYT,0.4,0.6,0.0,0.19999999999999996,0.6
45_продовольствия_порты_зерном_пшеницы,RIANews,0.558,0.419,0.023,0.13900000000000007,0.39599999999999996
45_продовольствия_порты_зерном_пшеницы,TACC,0.484,0.4,0.116,0.08399999999999996,0.28400000000000003
45_продовольствия_порты_зерном_пшеницы,WashingtonPost,0.5,0.5,0.0,0.0,0.5
46_чернобыльской_радиации_станции_атомной,NYT,0.0,1.0,0.0,1.0,1.0
46_чернобыльской_радиации_станции_атомной,NovayaGazeta,0.0,0.5,0.5,0.5,0.0
46_чернобыльской_радиации_станции_атомной,WashingtonPost,0.25,0.75,0.0,0.5,0.75
46_чернобыльской_радиации_станции_атомной,UkraineNow,0.71,0.232,0.058,0.478,0.17400000000000002
46_чернобыльской_радиации_станции_атомной,Ukraine24,0.737,0.263,0.0,0.474,0.263
46_чернобыльской_радиации_станции_атомной,Meduza,0.594,0.219,0.188,0.375,0.031
46_чернобыльской_радиации_станции_атомной,UNIAN,0.655,0.31,0.036,0.34500000000000003,0.274
46_чернобыльской_радиации_станции_атомной,RIANews,0.358,0.528,0.113,0.17000000000000004,0.41500000000000004
46_чернобыльской_радиации_станции_атомной,ShockedUkraine,0.541,0.378,0.081,0.16300000000000003,0.297
46_чернобыльской_радиации_станции_атомной,BBC,0.514,0.378,0.108,0.136,0.27
46_чернобыльской_радиации_станции_атомной,TACC,0.527,0.432,0.041,0.09500000000000003,0.391
46_чернобыльской_радиации_станции_атомной,RBK,0.467,0.4,0.133,0.067,0.267
47_коронавируса_коронавирусом_вакцины_вакцинации,BBC,0.0,1.0,0.0,1.0,1.0
47_коронавируса_коронавирусом_вакцины_вакцинации,NovayaGazeta,0.778,0.222,0.0,0.556,0.222
47_коронавируса_коронавирусом_вакцины_вакцинации,Meduza,0.286,0.667,0.048,0.38100000000000006,0.619
47_коронавируса_коронавирусом_вакцины_вакцинации,UNIAN,0.636,0.273,0.091,0.363,0.18200000000000002
47_коронавируса_коронавирусом_вакцины_вакцинации,UkraineNow,0.667,0.333,0.0,0.334,0.333
47_коронавируса_коронавирусом_вакцины_вакцинации,RIANews,0.336,0.618,0.045,0.282,0.573
47_коронавируса_коронавирусом_вакцины_вакцинации,TACC,0.407,0.535,0.058,0.12800000000000006,0.47700000000000004
47_коронавируса_коронавирусом_вакцины_вакцинации,RBK,0.435,0.522,0.043,0.08700000000000002,0.47900000000000004
47_коронавируса_коронавирусом_вакцины_вакцинации,Ukraine24,0.0,0.0,0.0,0.0,0.0
47_коронавируса_коронавирусом_вакцины_вакцинации,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
47_коронавируса_коронавирусом_вакцины_вакцинации,WashingtonPost,0.0,0.0,0.0,0.0,0.0
47_коронавируса_коронавирусом_вакцины_вакцинации,NYT,0.0,0.0,0.0,0.0,0.0
48_псаки_украину_заявил_визит,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
48_псаки_украину_заявил_визит,WashingtonPost,0.0,1.0,0.0,1.0,1.0
48_псаки_украину_заявил_визит,NYT,0.0,1.0,0.0,1.0,1.0
48_псаки_украину_заявил_визит,Ukraine24,0.111,0.556,0.333,0.44500000000000006,0.22300000000000003
48_псаки_украину_заявил_визит,BBC,0.6,0.3,0.1,0.3,0.19999999999999998
48_псаки_украину_заявил_визит,Meduza,0.364,0.636,0.0,0.272,0.636
48_псаки_украину_заявил_визит,TACC,0.369,0.541,0.09,0.17200000000000004,0.45100000000000007
48_псаки_украину_заявил_визит,UkraineNow,0.447,0.489,0.064,0.04199999999999998,0.425
48_псаки_украину_заявил_визит,UNIAN,0.472,0.444,0.083,0.02799999999999997,0.361
48_псаки_украину_заявил_визит,RIANews,0.443,0.459,0.098,0.016000000000000014,0.361
48_псаки_украину_заявил_визит,RBK,0.429,0.429,0.143,0.0,0.28600000000000003
48_псаки_украину_заявил_визит,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
49_погибших_захоронения_захоронение_могилу,Ukraine24,0.0,1.0,0.0,1.0,1.0
49_погибших_захоронения_захоронение_могилу,BBC,0.787,0.213,0.0,0.5740000000000001,0.213
49_погибших_захоронения_захоронение_могилу,UNIAN,0.72,0.254,0.025,0.46599999999999997,0.229
49_погибших_захоронения_захоронение_могилу,RIANews,0.714,0.286,0.0,0.428,0.286
49_погибших_захоронения_захоронение_могилу,UkraineNow,0.667,0.283,0.051,0.38400000000000006,0.23199999999999998
49_погибших_захоронения_захоронение_могилу,ShockedUkraine,0.667,0.296,0.037,0.37100000000000005,0.259
49_погибших_захоронения_захоронение_могилу,WashingtonPost,0.667,0.333,0.0,0.334,0.333
49_погибших_захоронения_захоронение_могилу,TACC,0.625,0.375,0.0,0.25,0.375
49_погибших_захоронения_захоронение_могилу,NYT,0.4,0.6,0.0,0.19999999999999996,0.6
49_погибших_захоронения_захоронение_могилу,Meduza,0.586,0.414,0.0,0.172,0.414
49_погибших_захоронения_захоронение_могилу,RBK,0.5,0.5,0.0,0.0,0.5
49_погибших_захоронения_захоронение_могилу,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
4_дипломатов_посольства_посол_посольство,Ukraine24,0.0,0.667,0.333,0.667,0.334
4_дипломатов_посольства_посол_посольство,WashingtonPost,0.2,0.8,0.0,0.6000000000000001,0.8
4_дипломатов_посольства_посол_посольство,NovayaGazeta,0.125,0.625,0.25,0.5,0.375
4_дипломатов_посольства_посол_посольство,ShockedUkraine,0.222,0.667,0.111,0.44500000000000006,0.556
4_дипломатов_посольства_посол_посольство,NYT,0.667,0.333,0.0,0.334,0.333
4_дипломатов_посольства_посол_посольство,Meduza,0.298,0.596,0.105,0.298,0.491
4_дипломатов_посольства_посол_посольство,RIANews,0.365,0.559,0.076,0.19400000000000006,0.48300000000000004
4_дипломатов_посольства_посол_посольство,UkraineNow,0.295,0.466,0.239,0.17100000000000004,0.22700000000000004
4_дипломатов_посольства_посол_посольство,UNIAN,0.351,0.474,0.175,0.123,0.299
4_дипломатов_посольства_посол_посольство,BBC,0.432,0.341,0.227,0.09099999999999997,0.11400000000000002
4_дипломатов_посольства_посол_посольство,TACC,0.426,0.49,0.083,0.064,0.407
4_дипломатов_посольства_посол_посольство,RBK,0.404,0.422,0.174,0.01799999999999996,0.248
50_финляндии_финляндия_вступления_finland,WashingtonPost,0.111,0.889,0.0,0.778,0.889
50_финляндии_финляндия_вступления_finland,RIANews,0.288,0.682,0.03,0.3940000000000001,0.652
50_финляндии_финляндия_вступления_finland,NYT,0.333,0.667,0.0,0.334,0.667
50_финляндии_финляндия_вступления_finland,UkraineNow,0.306,0.639,0.056,0.333,0.583
50_финляндии_финляндия_вступления_finland,TACC,0.4,0.574,0.026,0.17399999999999993,0.5479999999999999
50_финляндии_финляндия_вступления_finland,ShockedUkraine,0.389,0.556,0.056,0.16700000000000004,0.5
50_финляндии_финляндия_вступления_finland,RBK,0.426,0.574,0.0,0.14799999999999996,0.574
50_финляндии_финляндия_вступления_finland,Meduza,0.435,0.565,0.0,0.12999999999999995,0.565
50_финляндии_финляндия_вступления_finland,UNIAN,0.435,0.507,0.058,0.07200000000000001,0.449
50_финляндии_финляндия_вступления_finland,BBC,0.472,0.5,0.028,0.028000000000000025,0.472
50_финляндии_финляндия_вступления_finland,Ukraine24,0.5,0.5,0.0,0.0,0.5
50_финляндии_финляндия_вступления_finland,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
51_путиным_путин_макроном_владимиром,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
51_путиным_путин_макроном_владимиром,TACC,0.187,0.784,0.029,0.597,0.755
51_путиным_путин_макроном_владимиром,ShockedUkraine,0.222,0.778,0.0,0.556,0.778
51_путиным_путин_макроном_владимиром,RIANews,0.219,0.719,0.062,0.5,0.657
51_путиным_путин_макроном_владимиром,Ukraine24,0.222,0.667,0.111,0.44500000000000006,0.556
51_путиным_путин_макроном_владимиром,UkraineNow,0.216,0.588,0.196,0.372,0.39199999999999996
51_путиным_путин_макроном_владимиром,RBK,0.353,0.647,0.0,0.29400000000000004,0.647
51_путиным_путин_макроном_владимиром,BBC,0.5,0.269,0.231,0.23099999999999998,0.038000000000000006
51_путиным_путин_макроном_владимиром,Meduza,0.391,0.565,0.043,0.17399999999999993,0.5219999999999999
51_путиным_путин_макроном_владимиром,UNIAN,0.409,0.5,0.091,0.09100000000000003,0.40900000000000003
51_путиным_путин_макроном_владимиром,WashingtonPost,0.0,0.0,0.0,0.0,0.0
51_путиным_путин_макроном_владимиром,NYT,0.0,0.0,0.0,0.0,0.0
52_вещание_телеканал_телеканалов_телеканала,Ukraine24,0.857,0.143,0.0,0.714,0.143
52_вещание_телеканал_телеканалов_телеканала,UkraineNow,0.6,0.275,0.125,0.32499999999999996,0.15000000000000002
52_вещание_телеканал_телеканалов_телеканала,RBK,0.605,0.289,0.105,0.316,0.184
52_вещание_телеканал_телеканалов_телеканала,ShockedUkraine,0.286,0.571,0.143,0.285,0.42799999999999994
52_вещание_телеканал_телеканалов_телеканала,BBC,0.571,0.286,0.143,0.285,0.143
52_вещание_телеканал_телеканалов_телеканала,UNIAN,0.593,0.333,0.074,0.25999999999999995,0.259
52_вещание_телеканал_телеканалов_телеканала,TACC,0.337,0.565,0.098,0.22799999999999992,0.46699999999999997
52_вещание_телеканал_телеканалов_телеканала,Meduza,0.551,0.347,0.102,0.20400000000000007,0.245
52_вещание_телеканал_телеканалов_телеканала,NovayaGazeta,0.538,0.385,0.077,0.15300000000000002,0.308
52_вещание_телеканал_телеканалов_телеканала,RIANews,0.511,0.389,0.1,0.122,0.28900000000000003
52_вещание_телеканал_телеканалов_телеканала,WashingtonPost,0.0,0.0,0.0,0.0,0.0
52_вещание_телеканал_телеканалов_телеканала,NYT,0.0,0.0,0.0,0.0,0.0
53_санкций_санкции_евросоюз_евросоюза,NovayaGazeta,1.0,0.0,0.0,1.0,0.0
53_санкций_санкции_евросоюз_евросоюза,BBC,0.842,0.105,0.053,0.737,0.052
53_санкций_санкции_евросоюз_евросоюза,Ukraine24,0.857,0.143,0.0,0.714,0.143
53_санкций_санкции_евросоюз_евросоюза,Meduza,0.8,0.2,0.0,0.6000000000000001,0.2
53_санкций_санкции_евросоюз_евросоюза,UkraineNow,0.757,0.189,0.054,0.5680000000000001,0.135
53_санкций_санкции_евросоюз_евросоюза,RBK,0.667,0.3,0.033,0.36700000000000005,0.267
53_санкций_санкции_евросоюз_евросоюза,ShockedUkraine,0.667,0.333,0.0,0.334,0.333
53_санкций_санкции_евросоюз_евросоюза,TACC,0.519,0.426,0.054,0.09300000000000003,0.372
53_санкций_санкции_евросоюз_евросоюза,UNIAN,0.511,0.426,0.064,0.08500000000000002,0.362
53_санкций_санкции_евросоюз_евросоюза,RIANews,0.535,0.451,0.014,0.08400000000000002,0.437
53_санкций_санкции_евросоюз_евросоюза,WashingtonPost,0.0,0.0,0.0,0.0,0.0
53_санкций_санкции_евросоюз_евросоюза,NYT,0.0,0.0,0.0,0.0,0.0
54_русского_россиянам_русские_россия,RBK,1.0,0.0,0.0,1.0,0.0
54_русского_россиянам_русские_россия,Ukraine24,0.75,0.0,0.25,0.75,0.25
54_русского_россиянам_русские_россия,TACC,0.0,0.667,0.333,0.667,0.334
54_русского_россиянам_русские_россия,BBC,0.7,0.1,0.2,0.6,0.1
54_русского_россиянам_русские_россия,UNIAN,0.67,0.278,0.052,0.392,0.22600000000000003
54_русского_россиянам_русские_россия,RIANews,0.333,0.667,0.0,0.334,0.667
54_русского_россиянам_русские_россия,ShockedUkraine,0.375,0.578,0.047,0.20299999999999996,0.5309999999999999
54_русского_россиянам_русские_россия,NovayaGazeta,0.5,0.333,0.167,0.16699999999999998,0.166
54_русского_россиянам_русские_россия,UkraineNow,0.556,0.398,0.046,0.15800000000000003,0.35200000000000004
54_русского_россиянам_русские_россия,Meduza,0.447,0.5,0.053,0.05299999999999999,0.447
54_русского_россиянам_русские_россия,WashingtonPost,0.0,0.0,0.0,0.0,0.0
54_русского_россиянам_русские_россия,NYT,0.0,0.0,0.0,0.0,0.0
55_война_закончится_войны_войну,NYT,0.0,1.0,0.0,1.0,1.0
55_война_закончится_войны_войну,ShockedUkraine,0.75,0.167,0.083,0.583,0.084
55_война_закончится_войны_войну,Ukraine24,0.75,0.25,0.0,0.5,0.25
55_война_закончится_войны_войну,UNIAN,0.62,0.276,0.104,0.344,0.17200000000000004
55_война_закончится_войны_войну,RIANews,0.333,0.667,0.0,0.334,0.667
55_война_закончится_войны_войну,WashingtonPost,0.333,0.667,0.0,0.334,0.667
55_война_закончится_войны_войну,UkraineNow,0.651,0.326,0.023,0.325,0.303
55_война_закончится_войны_войну,Meduza,0.607,0.357,0.036,0.25,0.321
55_война_закончится_войны_войну,BBC,0.559,0.324,0.118,0.23500000000000004,0.20600000000000002
55_война_закончится_войны_войну,RBK,0.6,0.4,0.0,0.19999999999999996,0.4
55_война_закончится_войны_войну,TACC,0.571,0.381,0.048,0.18999999999999995,0.333
55_война_закончится_войны_войну,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
56_youtube_google_роскомнадзор_видеохостинга,BBC,0.824,0.0,0.176,0.824,0.176
56_youtube_google_роскомнадзор_видеохостинга,UNIAN,0.645,0.258,0.097,0.387,0.161
56_youtube_google_роскомнадзор_видеохостинга,Meduza,0.651,0.279,0.07,0.372,0.20900000000000002
56_youtube_google_роскомнадзор_видеохостинга,RBK,0.649,0.297,0.054,0.35200000000000004,0.243
56_youtube_google_роскомнадзор_видеохостинга,TACC,0.653,0.307,0.04,0.34600000000000003,0.267
